id,symbol,signal_type,would_have_opened,actual_blocked_by,linked_auto_short_id,linked_canceled_signal_id,entry_price,signal_price,entry_ts,leverage,tp_pct,sl_pct,tp_price,sl_price,score,entry_score,triggered_count,status,close_reason,exit_price,exit_ts,pnl_pct,ml_label,f_rsi_5m,f_large_sell_cluster,f_rsi,f_vwap_extension,f_volume_zscore,f_trade_imbalance,f_large_buy_cluster,f_price_acceleration,f_consecutive_greens,f_ob_bid_thinning,f_spread_expansion,f_momentum_loss,f_upper_wick,f_funding_rate,f_cvd_divergence,f_liquidation_cascade,volume_24h_usdt,price_change_5m,price_change_1h,spread_pct,bid_depth_change_5m,realized_vol_1h,btc_change_15m,funding_rate_at_signal,oi_change_pct_at_signal,trend_strength_1h,ob_snapshot,ob_bid_volume_top10,ob_ask_volume_top10,ob_imbalance_top10,ob_spread_bps,ob_bid_wall_price,ob_bid_wall_size,ob_ask_wall_price,ob_ask_wall_size,spread_pct_z,bid_depth_change_5m_z,realized_vol_1h_z,volume_24h_usdt_z,oi_change_pct_z,btc_change_1h,btc_change_4h,btc_change_24h,btc_adx_1h,btc_atr_pct_1h,recent_wr_20,adverse_move_pct
97,BUSDT,overheated,False,duplicate,,,0.36059,0.36059,2026-05-02T21:57:00.761978+00:00,10,10.0,10.0,0.3569841,0.3641959,51.89015431953955,51.89015431953955,7,closed,tp_hit,0.3561,2026-05-02T22:05:19.742444+00:00,10.0,1,63.27672457981232,47.0,58.66656528937092,1.187804016341079,0.0,0.0,25.0,-0.40954484100148447,0.0,-70.61946765536882,0.0028063479590862534,0.0,0.0,0.00097199,1.0,0.763157894736842,0.0,1.235295769111995,4.290801702423348,0.0028063479590862534,-70.61946765536882,0.7840259885999373,-0.4019363021098371,0.00097199,0.5358414252055063,-1.0,,,,,,,,,,,,,,,,,,,,,
98,BUSDT,early_warning,False,score_dropped,,1448,0.36042,0.36042,2026-05-02T21:57:20.084990+00:00,10,10.0,10.0,0.3568158,0.3640242,46.4993497218384,46.4993497218384,6,closed,tp_hit,0.3561,2026-05-02T22:05:19.749910+00:00,10.0,1,63.27672457981232,43.0,58.66656528937092,1.187804016341079,0.0,0.0,25.0,-0.40954484100148447,0.0,-55.00531544139834,0.01663755095250104,0.0,0.0,0.00097199,1.0,0.36896551724137927,89884290.1375,1.277695094212462,4.290801702423348,0.01663755095250104,-55.00531544139834,0.7840259885999373,-0.4019363021098371,0.00097199,0.5358414252055063,-1.0,,,,,,,,,,,,,,,,,,,,,
99,ZBTUSDT,early_warning,False,score_dropped,,1449,0.1964,0.1964,2026-05-02T21:59:05.948471+00:00,10,10.0,10.0,0.194436,0.19836399999999998,45.0,45.0,6,closed,tp_hit,0.19414,2026-05-02T23:11:57.186750+00:00,10.0,1,72.14710482009806,55.0,80.24743988285542,0.46708273593528044,0.0,0.0,43.0,-0.09284472640053645,1.0,-5.4087083660664605,0.010185892538843902,0.0,0.49999999999965306,5e-05,1.0,0.6538969452085351,0.0,0.08665511265164821,2.3908523908524018,0.010185892538843902,-5.4087083660664605,0.16044653462507297,-0.4019363021098371,5e-05,-0.08633320037582268,-1.0,,,,,,,,,,,,,,,,,,,,,
100,PENDLEUSDT,overheated,False,score_dropped,,1450,1.6235,1.6235,2026-05-02T22:02:26.386723+00:00,10,10.0,10.0,1.607265,1.639735,46.1206254290645,46.1206254290645,6,closed,tp_hit,1.6066,2026-05-02T23:51:58.870418+00:00,10.0,1,71.23666806409143,43.0,71.54924701585632,0.4521448407015952,11.779600766910963,0.02695897911673649,41.0,0.5241250858129,2.0,81.2556641430816,0.006149872390160883,0.0,0.22772277227722468,0.0001,-0.0,0.7538205980066446,0.0,0.7809110629067348,1.018380526577246,0.006149872390160883,81.2556641430816,0.21361555731613416,0.09619661215101355,0.0001,-0.037239439336132614,-1.0,,,,,,,,,,,,,,,,,,,,,
101,RENDERUSDT,overheated,True,,925,,1.7967,1.7967,2026-05-02T22:02:33.516144+00:00,10,10.0,10.0,1.778733,1.814667,46.26093190085526,46.26093190085526,7,closed,tp_hit,1.7776,2026-05-02T23:11:27.164751+00:00,10.0,1,78.327990082228,3.0,72.50659507260157,0.3076829220906228,3.8746692607503266,0.40133070160367296,13.0,0.3769558041605573,1.0,5.187562386358895,0.011155111829994867,0.0,0.24285714285715146,0.0,-0.0,0.7872727272727273,0.0,0.26847139101739,1.4125091813096735,0.011155111829994867,5.187562386358895,0.13742380317220482,0.09619661215101355,-0.00021657,-0.1254406489813178,-0.3,,,,,,,,,,,,,,,,,,,,,
102,RENDERUSDT,early_warning,False,already_open,,1451,1.7978,1.7978,2026-05-02T22:03:21.046291+00:00,10,10.0,10.0,1.779822,1.8157780000000001,46.0,46.0,7,closed,tp_hit,1.7797,2026-05-02T23:08:27.112034+00:00,10.0,1,79.73227676296955,21.0,75.74016234409454,0.33902144423886305,0.1599815844895448,0.0,31.0,-0.10398601083011935,3.0,0.6014902200865175,0.011122851899225735,0.0,3.0,0.0,1.0,0.8227272727272728,0.0,0.4582029503799723,1.8868993653671868,0.011122851899225735,0.6014902200865175,0.13665296214073447,0.09619661215101355,-0.00021657,-0.1254406489813178,-0.3,,,,,,,,,,,,,,,,,,,,,
103,RENDERUSDT,early_warning,False,duplicate,,,1.7978,1.7978,2026-05-02T22:03:21.054717+00:00,10,10.0,10.0,1.779822,1.8157780000000001,46.0,46.0,7,closed,tp_hit,1.7797,2026-05-02T23:08:27.104404+00:00,10.0,1,79.73227676296955,21.0,75.74016234409454,0.33902144423886305,0.1599815844895448,0.0,31.0,-0.10398601083011935,3.0,0.6014902200865175,0.011122851899225735,0.0,3.0,0.0,1.0,0.8227272727272728,0.0,0.4582029503799723,1.8868993653671868,0.011122851899225735,0.6014902200865175,0.13665296214073447,0.09619661215101355,-0.00021657,-0.1254406489813178,-0.3,,,,,,,,,,,,,,,,,,,,,
104,PENDLEUSDT,early_warning,False,score_dropped,,1452,1.6272,1.6272,2026-05-02T22:07:35.360339+00:00,10,10.0,10.0,1.610928,1.643472,45.2051669175112,45.2051669175112,6,closed,tp_hit,1.6085,2026-05-02T23:46:58.501183+00:00,10.0,1,71.82478159826013,42.0,67.32112591900906,0.24612554887250682,0.3310097883535827,0.0,8.0,-0.45841034319258067,0.0,-22.526469909117612,0.006153278158938496,0.0,0.0,0.0001,1.0,0.7818181818181817,8908857.4511,0.15409270216962195,1.6995751062234374,0.006153278158938496,-22.526469909117612,0.20942132547165257,0.09619661215101355,0.0001,-0.10125785518074185,-1.0,,,,,,,,,,,,,,,,,,,,,
105,BASEDUSDT,early_warning,False,score_dropped,,1453,0.1185,0.1185,2026-05-02T22:12:53.972441+00:00,10,10.0,10.0,0.11731499999999999,0.119685,46.8451645666797,46.8451645666797,6,closed,tp_hit,0.1172,2026-05-02T22:43:26.089601+00:00,10.0,1,70.45888562232247,8.0,73.1924403900288,0.5925357059353006,0.9763325460225154,0.0,8.0,-0.2715499399366499,0.0,-2.59870095559066,0.16877637130801001,0.0,1.9999999999998612,5e-05,0.6622365370909169,0.7649227390977167,0.0,0.9369676320272486,2.2471910112359597,0.16877637130801001,-2.59870095559066,0.20866776529525358,0.09619661215101355,5e-05,-0.2479887623893524,-1.0,,,,,,,,,,,,,,,,,,,,,
106,BASEDUSDT,overheated,True,,926,,0.1188,0.1188,2026-05-02T22:15:56.802194+00:00,10,10.0,10.0,0.11761200000000001,0.119988,47.67039442925508,47.67039442925508,6,closed,tp_hit,0.1176,2026-05-02T22:38:55.831213+00:00,10.0,1,73.73161821166659,7.0,75.22387666352606,0.7141106413347635,4.194678437611301,0.3508012397544316,23.0,0.37103013573890925,1.0,-0.6957420520570595,0.16877637130801001,0.0,0.1666666666666474,5e-05,-0.0,0.76,0.0,0.7620660457239611,2.411714039621026,0.16877637130801001,-0.6957420520570595,0.2174686659952826,0.09619661215101355,5e-05,-0.2479887623893524,-1.0,,,,,,,,,,,,,,,,,,,,,
107,VVVUSDT,early_warning,False,score_dropped,,1454,9.408,9.408,2026-05-02T22:18:35.427835+00:00,10,10.0,10.0,9.31392,9.50208,47.87654581338808,47.87654581338808,7,closed,tp_hit,9.3054,2026-05-02T23:57:29.253299+00:00,10.0,1,67.25438326140298,10.0,60.96224210496261,0.32622357655950923,0.0,0.0,13.0,-0.04974099254489564,4.0,-66.03479989439757,0.0010631116214022119,0.0,0.0,5e-05,1.0,0.5285714285714286,0.0,0.3124100355059786,1.6432761805983103,0.0010631116214022119,-66.03479989439757,0.15949774458365457,-0.06146703005025842,5e-05,0.09390317158382444,-1.0,,,,,,,,,,,,,,,,,,,,,
108,DRIFTUSDT,overheated,False,cancel_rise,,1455,0.03888,0.03888,2026-05-02T22:20:46.707497+00:00,10,10.0,10.0,0.038491199999999996,0.0392688,46.513600990248584,46.513600990248584,7,closed,tp_hit,0.03835,2026-05-02T22:22:25.085428+00:00,10.0,1,67.70155037308697,3.0,80.3914832464053,1.1717060411996427,1.8303726779391416,0.6314239348573809,5.0,0.033676855229445246,3.0,33.04220729128123,0.051867219917010335,0.0,0.0,0.0,-1.0,0.7833333333333333,0.0,0.0,1.4694305956442009,0.051867219917010335,33.04220729128123,0.18789203012649205,-0.06146703005025842,-0.00045668,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,
109,ENJUSDT,early_warning,True,,927,,0.054994,0.054994,2026-05-02T22:24:57.267736+00:00,10,10.0,10.0,0.05444406,0.05554394,47.927601421802315,47.927601421802315,7,closed,tp_hit,0.054413,2026-05-03T00:01:29.394396+00:00,10.0,1,68.70339553075854,6.0,66.8769775753832,0.12758725989380795,1.1950221577508513,0.0,9.0,-0.048425959022789566,0.0,-0.00010352060687165609,0.0018184959220247138,0.0,108.00000000064531,0.0,1.0,0.8935483870967742,0.0,0.17304504635785325,0.9265205027061838,0.0018184959220247138,-0.00010352060687165609,0.11534959592001967,-0.06146703005025842,-0.00071043,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,
110,GENIUSUSDT,overheated,False,score_dropped,,1456,0.5456,0.5456,2026-05-02T22:29:05.234777+00:00,10,10.0,10.0,0.540144,0.551056,45.4990991921579,45.4990991921579,7,closed,sl_hit,0.5511,2026-05-02T22:52:56.399947+00:00,-10.0,0,67.61959592485954,5.0,62.67922755471445,0.228245660197254,4.508660968392278,0.716939839098548,18.0,-0.3778557728134319,0.0,2.4861360347151082,0.018336847895844686,0.0,0.0,0.00018499,-0.0,0.7612244897959184,0.0,0.4791743457427289,3.0234315948601687,0.018336847895844686,2.4861360347151082,0.2620691649970329,-0.06146703005025842,0.00018499,0.0025094708851661385,-1.0,,,,,,,,,,,,,,,,,,,,,
111,TRBUSDT,early_warning,False,score_dropped,,1457,21.115,21.115,2026-05-02T22:38:54.888362+00:00,10,10.0,10.0,20.90385,21.32615,46.97588732636426,46.97588732636426,7,closed,sl_hit,21.331,2026-05-02T23:34:27.935674+00:00,-10.0,0,67.86080053205241,9.0,67.4273675174818,0.7963635960506807,0.22097189561637728,0.5378041937601257,19.0,0.25684885550966,2.0,-58.354369313073974,0.004736979228351873,0.0,0.01639344262297087,5e-05,-0.0,0.767605633802817,0.0,0.2088574547871101,-0.07085833057773427,0.004736979228351873,-58.354369313073974,0.2539998521906948,0.18499669194360294,5e-05,0.037614530026653464,-1.0,,,,,,,,,,,,,,,,,,,,,
112,ZKUSDT,early_warning,False,score_dropped,,1458,0.01712,0.01712,2026-05-02T22:44:22.456705+00:00,10,10.0,10.0,0.0169488,0.0172912,45.54326476253378,45.54326476253378,7,closed,tp_hit,0.016938,2026-05-02T23:13:27.215390+00:00,10.0,1,55.97838981889087,3.0,67.46051229985157,0.3499170281744745,0.0,0.4474502294202215,22.0,0.06184405386163049,4.0,-61.870767034590166,0.011691804045375892,0.0,0.0,0.0,-0.0,0.7210526315789474,0.0,0.29320354189879455,1.921589624605868,0.011691804045375892,-61.870767034590166,0.16899451063540225,0.18499669194360294,-5.078e-05,0.561491149575129,-0.3,,,,,,,,,,,,,,,,,,,,,
113,1000LUNCUSDT,early_warning,False,score_dropped,,1459,0.08736,0.08736,2026-05-02T22:51:37.842066+00:00,10,10.0,10.0,0.08648639999999999,0.0882336,45.32693441763058,45.32693441763058,6,closed,sl_hit,0.08868,2026-05-02T22:55:26.468543+00:00,-10.0,0,61.11435294286679,17.0,68.31991637694429,0.7935482710018251,0.0,0.34375018513313094,49.0,-0.3077116551590152,0.0,-44.25190345036477,0.01143445200388328,0.0,0.0,0.0001,-0.0,0.7285714285714286,0.0,0.5992854673274248,0.42543405772104786,0.01143445200388328,-44.25190345036477,0.30289761449054925,-0.036502524015986186,0.0001,2.9692957013552497,-1.0,,,,,,,,,,,,,,,,,,,,,
114,CLUSDT,overheated,False,trend_filter_blocked,,1460,102.228,102.228,2026-05-02T22:55:32.980774+00:00,10,10.0,10.0,101.20572,103.25027999999999,47.20471309964479,47.20471309964479,7,closed,tp_hit,100.943,2026-05-03T15:01:14.205392+00:00,10.0,1,66.38722123740231,2.0,91.18587135808926,0.11205103470157533,4.021721399678221,0.5126257011705723,3.0,0.0330661618765916,9.0,-50.44529780357673,0.0009782295024282346,0.0,0.021276595744783782,0.0,-0.0,0.5042340910810483,0.0,0.03914353935882103,0.18616682507177,0.0009782295024282346,-50.44529780357673,0.014066047030951883,-0.036502524015986186,-0.00077767,-0.233052104087438,0.3,,,,,,,,,,,,,,,,,,,,,
115,GENIUSUSDT,early_warning,False,score_dropped,,1461,0.5509,0.5509,2026-05-02T22:56:56.849076+00:00,10,10.0,10.0,0.545391,0.5564089999999999,46.10672574787002,46.10672574787002,7,closed,sl_hit,0.5608,2026-05-02T23:01:26.886515+00:00,-10.0,0,70.1094681554785,21.0,61.73502038652191,0.19098760965552736,0.19713311865202693,0.0,21.0,0.021317012990545045,2.0,7.818119425688999,0.03640997633351137,0.0,0.0,0.00018499,1.0,0.7276923076923076,0.0,0.0181422351233652,2.4340393905611295,0.03640997633351137,7.818119425688999,0.24458903566570364,-0.036502524015986186,0.00018499,1.332495568492426,-1.0,,,,,,,,,,,,,,,,,,,,,
116,1000PEPEUSDT,early_warning,False,already_open,,1462,0.004005,0.004005,2026-05-02T22:57:10.677966+00:00,10,10.0,10.0,0.00396495,0.00404505,46.401101376340854,46.401101376340854,7,closed,tp_hit,0.003964,2026-05-03T00:09:56.237961+00:00,10.0,1,63.990253858692014,16.0,69.38420447000337,0.2715881662231478,0.0,0.0,5.0,0.08995744804956499,1.0,-0.5642751052190185,0.024965672200727314,0.0,0.0,0.0001,1.0,0.5606393606393706,0.0,0.25031289111388216,0.09997500624842949,0.024965672200727314,-0.5642751052190185,0.07162010195276614,-0.036502524015986186,0.0001,0.2144814154583583,-0.3,,,,,,,,,,,,,,,,,,,,,
117,1000PEPEUSDT,early_warning,False,duplicate,,,0.004005,0.004005,2026-05-02T22:57:10.685658+00:00,10,10.0,10.0,0.00396495,0.00404505,46.401101376340854,46.401101376340854,7,closed,tp_hit,0.003964,2026-05-03T00:09:56.250541+00:00,10.0,1,63.990253858692014,16.0,69.38420447000337,0.2715881662231478,0.0,0.0,5.0,0.08995744804956499,1.0,-0.5642751052190185,0.024965672200727314,0.0,0.0,0.0001,1.0,0.5606393606393706,0.0,0.25031289111388216,0.09997500624842949,0.024965672200727314,-0.5642751052190185,0.07162010195276614,-0.036502524015986186,0.0001,0.2144814154583583,-0.3,,,,,,,,,,,,,,,,,,,,,
118,LUNA2USDT,early_warning,False,score_dropped,,1463,0.074,0.074,2026-05-02T22:57:40.503645+00:00,10,10.0,10.0,0.07325999999999999,0.07474,45.49978756439309,45.49978756439309,7,closed,tp_hit,0.07319,2026-05-02T23:25:57.621969+00:00,10.0,1,61.53843728580887,6.0,73.41517672046467,0.5570075918009282,0.0,0.5142832116027567,9.0,-0.2260285054020737,0.0,-27.97451663201044,0.013514426650444115,0.0,4.000000000001388,0.0001,-0.0,0.7514285714285714,0.0,0.652706010334523,1.8875723339762969,0.013514426650444115,-27.97451663201044,0.17802412945047383,-0.036502524015986186,0.0001,0.17716489762238605,-1.0,,,,,,,,,,,,,,,,,,,,,
119,LABUSDT,reversal_risk,False,score_dropped,,1464,2.39899,2.39899,2026-05-02T22:59:50.047645+00:00,10,10.0,10.0,2.3750001,2.4229799,45.28914396716422,45.28914396716422,7,closed,tp_hit,2.29412,2026-05-02T22:59:56.750291+00:00,10.0,1,42.50717334420649,54.0,48.508989716562226,10.53787115478128,0.0,0.0,46.0,-0.1512884454043006,2.0,-89.26589665524655,0.08942534588140338,1.0,1.9233576642335597,0.00964821,-0.0,0.6305198281886553,722168012.2474,0.0,-28.04001758750082,0.08942534588140338,-89.26589665524655,3.5369212949587814,-0.036502524015986186,0.00964821,0.4209216498531402,-1.0,,,,,,,,,,,,,,,,,,,,,
120,XNYUSDT,early_warning,False,score_dropped,,1465,0.008486,0.008486,2026-05-02T23:05:32.068609+00:00,10,10.0,10.0,0.00840114,0.008570860000000001,45.02217690847216,45.02217690847216,7,closed,tp_hit,0.008329,2026-05-02T23:07:57.074176+00:00,10.0,1,58.77428955217681,17.0,62.74142759224474,1.3394177990427907,0.0,0.0,10.0,0.581041698294114,1.0,-38.570156954235806,0.15358260972295026,0.0,0.4629629629629743,0.00046807,1.0,0.5500686387005902,0.0,0.8111654538947913,3.897058823529397,0.15358260972295026,-38.570156954235806,0.7622412005930514,-0.22157557237184317,0.00046807,0.5662037386169843,-0.3,,,,,,,,,,,,,,,,,,,,,
121,ZEREBROUSDT,overheated,False,score_dropped,,1466,0.025992,0.025992,2026-05-02T23:05:43.367518+00:00,10,10.0,10.0,0.02573208,0.02625192,46.394746054663685,46.394746054663685,6,closed,sl_hit,0.026418,2026-05-02T23:06:57.045011+00:00,-10.0,0,52.55181381610159,59.0,73.73806724180294,0.5980941744770467,37.7845864722108,0.0,41.0,2.05277365546093,1.0,-71.49119099805873,0.07334349848488411,0.0,1.3934707903780075,0.0,-0.0,0.3942004568346291,0.0,0.0,-0.9612847287669103,0.07334349848488411,-71.49119099805873,0.46169909271713144,-0.22157557237184317,-1.706e-05,0.18843796900686163,-1.0,,,,,,,,,,,,,,,,,,,,,
122,1000TAGUSDT,overheated,False,score_dropped,,1467,1.2168,1.2168,2026-05-02T23:18:42.725609+00:00,10,10.0,10.0,1.2046320000000001,1.228968,45.80651723533878,45.80651723533878,7,closed,sl_hit,1.2411,2026-05-02T23:20:27.486566+00:00,-10.0,0,46.801294456115556,41.0,64.41689380402002,3.4499752656503118,1.675918393869631,0.3837839466389354,59.0,1.4853713670050168,3.0,2.8123052847662544,0.19936866589135901,0.0,0.30172413793102854,0.00060651,-1.0,0.42199470463672156,0.0,0.0,0.017021276595742808,0.19936866589135901,2.8123052847662544,0.9916139637024988,0.1261753494282121,0.00060651,1.1205724744563847,-1.0,,,,,,,,,,,,,,,,,,,,,
123,ENSOUSDT,overheated,True,,928,,1.0014,1.0014,2026-05-02T23:19:36.791064+00:00,10,10.0,10.0,0.9913860000000001,1.011414,47.44138313649398,47.44138313649398,7,closed,tp_hit,0.9903,2026-05-03T00:02:59.481394+00:00,10.0,1,65.84468609750671,8.0,71.33450208406708,0.25478855927904026,2.737109103615304,0.46599670962706935,23.0,-0.1942555708473585,0.0,3.5374490530387637,0.009989511013456973,0.0,0.0,0.0,-0.0,0.806930693069307,5910675.4259,0.5321819459785202,0.602954476937003,0.009989511013456973,3.5374490530387637,0.08485549109650488,0.1261753494282121,-0.00018279,0.014450030336567849,0.3,,,,,,,,,,,,,,,,,,,,,
124,JCTUSDT,overheated,True,,929,,0.0033843,0.0033843,2026-05-02T23:21:01.993812+00:00,10,10.0,10.0,0.003350457,0.003418143,46.11361598449238,46.11361598449238,7,closed,sl_hit,0.0034799,2026-05-03T00:46:27.499714+00:00,-10.0,0,48.094310389481954,7.0,65.90029442591427,0.7483058566745027,2.005548254625871,0.7664760918501566,21.0,-0.039914179540204583,5.0,22.959915161277394,0.18616196090599754,0.0,1.5757575757577191,0.00043626,-0.0,0.7666666666666666,0.0,1.550550340401284,-0.5876620500251074,0.18616196090599754,22.959915161277394,0.27828430442235097,0.1261753494282121,0.00043626,-0.1807335941791911,-0.3,,,,,,,,,,,,,,,,,,,,,
125,ARUSDT,overheated,False,score_dropped,,1468,2.0587,2.0587,2026-05-02T23:21:34.693175+00:00,10,10.0,10.0,2.038113,2.079287,48.530280738281576,48.530280738281576,7,closed,sl_hit,2.0802,2026-05-02T23:33:27.915567+00:00,-10.0,0,53.0661949438577,11.0,71.70733467998097,0.3036732835541024,8.278186536975443,0.5287225108166933,28.0,0.4758310671781897,2.0,-41.236098001060235,0.024344523699401956,0.0,0.48979591836732567,0.0001,-0.0,0.7979591836734694,0.0,0.5630630630630553,0.20015621948839163,0.024344523699401956,-41.236098001060235,0.08119040926210773,0.1261753494282121,0.0001,-0.07744950048644403,-1.0,,,,,,,,,,,,,,,,,,,,,
126,BABYUSDT,early_warning,False,score_dropped,,1469,0.019746,0.019746,2026-05-02T23:28:39.589351+00:00,10,10.0,10.0,0.01954854,0.01994346,48.89137963752887,48.89137963752887,7,closed,sl_hit,0.020048,2026-05-03T00:00:59.376217+00:00,-10.0,0,70.41344521693637,11.0,75.018890175379,0.9581911897570995,0.08357531911107959,0.0,3.0,0.27136622004933175,5.0,-54.6343126081416,0.00506649778339471,0.0,0.02898550724635568,5e-05,1.0,0.7461538461538462,0.0,0.7709194874151138,1.7593643586833196,0.00506649778339471,-54.6343126081416,0.2973522670637253,0.1261753494282121,5e-05,0.22104365434523573,-1.0,,,,,,,,,,,,,,,,,,,,,
127,HUSDT,early_warning,False,pending_duplicate,,1470,0.19363,0.19363,2026-05-02T23:29:14.310735+00:00,10,10.0,10.0,0.1916937,0.1955663,48.756114647649945,48.756114647649945,6,closed,tp_hit,0.19154,2026-05-03T00:02:29.427689+00:00,10.0,1,70.13094593314281,29.0,70.97927862989215,0.53586783623394,1.3275279561443942,0.0,17.0,0.07936329201320098,3.0,5.074137997515979,0.010328444536248836,0.0,0.7333333333334073,5e-05,1.0,0.7576271186440677,0.0,0.534787123572172,1.5506312536015456,0.010328444536248836,5.074137997515979,0.11858706596592174,0.1261753494282121,5e-05,0.002468432673162235,-1.0,,,,,,,,,,,,,,,,,,,,,
128,HUSDT,early_warning,False,duplicate,,,0.19363,0.19363,2026-05-02T23:29:14.317236+00:00,10,10.0,10.0,0.1916937,0.1955663,48.756114647649945,48.756114647649945,6,closed,tp_hit,0.19154,2026-05-03T00:02:29.443205+00:00,10.0,1,70.13094593314281,29.0,70.97927862989215,0.53586783623394,1.3275279561443942,0.0,17.0,0.07936329201320098,3.0,5.074137997515979,0.010328444536248836,0.0,0.7333333333334073,5e-05,1.0,0.7576271186440677,0.0,0.534787123572172,1.5506312536015456,0.010328444536248836,5.074137997515979,0.11858706596592174,0.1261753494282121,5e-05,0.002468432673162235,-1.0,,,,,,,,,,,,,,,,,,,,,
129,HUSDT,overheated,False,score_dropped,,1471,0.1938,0.1938,2026-05-02T23:29:32.676868+00:00,10,10.0,10.0,0.191862,0.195738,48.99025780500589,48.99025780500589,7,closed,tp_hit,0.19174,2026-05-02T23:59:29.321035+00:00,10.0,1,70.13094593314281,29.0,70.97927862989215,0.53586783623394,1.362649429747786,0.0,15.0,0.07936329201320098,3.0,-8.950174026645328,0.005169695246470391,0.0,0.7333333333334073,5e-05,1.0,0.6810151636897103,0.0,0.20202020202020277,1.5506312536015456,0.005169695246470391,-8.950174026645328,0.11858706596592174,0.1261753494282121,5e-05,0.002468432673162235,-1.0,,,,,,,,,,,,,,,,,,,,,
130,ALGOUSDT,early_warning,False,score_dropped,,1472,0.11246,0.11246,2026-05-02T23:29:44.106290+00:00,10,10.0,10.0,0.1113354,0.11358460000000001,46.51606032948022,46.51606032948022,7,closed,tp_hit,0.1112,2026-05-03T01:30:59.177598+00:00,10.0,1,62.05439377015162,23.0,72.51378898655966,0.2899753317569879,0.0,0.0,15.0,-0.05000325508699846,1.0,18.571777444800283,0.00889323669349115,0.0,0.0,0.0001,1.0,0.7505688898959344,0.0,0.32122780405103885,0.16047071409467736,0.00889323669349115,18.571777444800283,0.1030780225685036,0.1261753494282121,0.0001,0.1409251744237793,1.0,,,,,,,,,,,,,,,,,,,,,
131,ALGOUSDT,overheated,True,,930,,0.11268,0.11268,2026-05-02T23:31:20.458677+00:00,10,10.0,10.0,0.1115532,0.1138068,47.4617569675792,47.4617569675792,8,closed,tp_hit,0.11144,2026-05-03T01:03:58.410756+00:00,10.0,1,63.29682078410448,3.0,74.9779399535089,0.3751556687432339,1.6768407162825574,0.4890851667067717,19.0,-0.05713874552831329,2.0,-18.152747930222883,0.017757258279327108,0.0,0.5000000000006939,0.0001,-0.0,0.775,0.0,0.24915465385300095,0.2406846140131864,0.017757258279327108,-18.152747930222883,0.10352013305355787,-0.08544154744418421,0.0001,0.1409251744237793,1.0,,,,,,,,,,,,,,,,,,,,,
132,SPACEUSDT,early_warning,False,score_dropped,,1473,0.009188,0.009188,2026-05-02T23:31:52.600877+00:00,10,10.0,10.0,0.00909612,0.00927988,47.63730939386433,47.63730939386433,6,closed,sl_hit,0.009281,2026-05-02T23:37:28.024949+00:00,-10.0,0,62.753277465817746,13.0,68.80052934022709,1.3592327596790803,1.2048204695170202,0.5237154452482907,70.0,0.7320255068946019,2.0,-39.59769060206167,0.054115482439523736,0.0,0.29885057471264254,5e-05,-0.0,0.8087719298245615,0.0,3.0546265328874016,3.096253085034779,0.054115482439523736,-39.59769060206167,0.47363742935348996,-0.08544154744418421,5e-05,0.22212304587471743,-1.0,,,,,,,,,,,,,,,,,,,,,
133,AXLUSDT,overheated,False,pending_duplicate,,1474,0.07589,0.07589,2026-05-02T23:33:41.595963+00:00,10,10.0,10.0,0.07513109999999999,0.0766489,53.06230281553406,53.06230281553406,7,closed,sl_hit,0.07665,2026-05-02T23:42:58.173346+00:00,-10.0,0,61.858437318410175,26.0,68.26518712798229,0.5249116877966143,2.0482951852150277,0.0,26.0,0.16571449983915088,1.0,-1.107078361682122,0.013176098557212102,0.0,0.0,5e-05,1.0,0.753968253968254,0.0,0.30399154110493537,0.9422694094226971,0.013176098557212102,-1.107078361682122,0.1532594687266331,-0.08544154744418421,5e-05,0.2914265058146084,-1.0,,,,,,,,,,,,,,,,,,,,,
134,AXLUSDT,overheated,False,duplicate,,,0.07589,0.07589,2026-05-02T23:33:41.602071+00:00,10,10.0,10.0,0.07513109999999999,0.0766489,53.06230281553406,53.06230281553406,7,closed,sl_hit,0.07665,2026-05-02T23:42:58.180112+00:00,-10.0,0,61.858437318410175,26.0,68.26518712798229,0.5249116877966143,2.0482951852150277,0.0,26.0,0.16571449983915088,1.0,-1.107078361682122,0.013176098557212102,0.0,0.0,5e-05,1.0,0.753968253968254,0.0,0.30399154110493537,0.9422694094226971,0.013176098557212102,-1.107078361682122,0.1532594687266331,-0.08544154744418421,5e-05,0.2914265058146084,-1.0,,,,,,,,,,,,,,,,,,,,,
135,AXLUSDT,early_warning,True,,931,,0.0759,0.0759,2026-05-02T23:34:01.023272+00:00,10,10.0,10.0,0.075141,0.07665899999999999,47.89559850564979,47.89559850564979,6,closed,sl_hit,0.07675,2026-05-02T23:43:28.202499+00:00,-10.0,0,61.858437318410175,23.0,68.26518712798229,0.5249116877966143,1.170972194135349,0.0,29.0,0.16571449983915088,1.0,-11.410357130133937,0.013143195110744564,0.0,0.0,5e-05,1.0,0.74251968503937,0.0,0.46253469010176174,0.9422694094226971,0.013143195110744564,-11.410357130133937,0.1532594687266331,-0.08544154744418421,5e-05,0.2914265058146084,-1.0,,,,,,,,,,,,,,,,,,,,,
